ENSG	ncbi_geneid	gene	ON_score	PD_log2fc1 (PMID:37347276)	PD_log2fc2 (PMID: 27611585)	PD_log2fc3 (PMID: 33390883)	TWAS	availability_association	Evidence	PD_score	gene2pubmed_score	PMIDs_PD	PMIDs_NCBI
ENSG00000117525	2152	F3	40	NotFound	0.416100834	NotFound	NotFound	no	-	0	644	-	"392457, 1740409, 2271516, 2315317, 2704749, 2719077, 2719931, 2823875, 3037536, 3166978, 3297348, 3399965, 3424286, 3455766, 3527261, 4023720, 7598447, 7615158, 8086403, 8598903, 8609606, 8632006, 8702971, 8889548, 8940045, 9192667, 9414278, 9480775, 9490681, 9490735, 9925787, 10856975, 10896200, 11307801, 11583305, 11601848, 11744662, 11776298, 11816707, 11816709, 11858183, 11858185, 11858480, 11876644, 11882315, 11921018, 11929768, 11943929, 11973337, 11994566, 12008961, 12019261, 12028585, 12036889, 12070020, 12083487, 12083501, 12095134, 12149215, 12152652, 12152682, 12172458, 12189027, 12192302, 12270558, 12353085, 12356487, 12408769, 12426405, 12477932, 12514112, 12529356, 12540946, 12544727, 12603864, 12652293, 12654807, 12787023, 12871349, 12883669, 12903530, 12920028, 12941032, 14597990, 14610342, 14675092, 14675093, 14678810, 14738565, 14750502, 14756558, 14961150, 15016732, 15034795, 15034796, 15041276, 15117736, 15154603, 15161741, 15182581, 15213840, 15213854, 15242552, 15252050, 15304041, 15328160, 15467908, 15489334, 15494427, 15522303, 15562024, 15604222, 15630487, 15664864, 15814630, 15835921, 15842359, 15860742, 15865421, 15869604, 15892865, 15905465, 15935832, 15996056, 16020745, 16113798, 16113838, 16182846, 16215234, 16217771, 16236262, 16239598, 16324758, 16341674, 16344560, 16363246, 16453151, 16473535, 16488980, 16490369, 16493499, 16507316, 16510984, 16516912, 16529959, 16531802, 16634740, 16697385, 16710414, 16794185, 16820938, 16835245, 16839353, 16894464, 16930953, 16937466, 16949034, 16959886, 17008590, 17060476, 17066404, 17137581, 17157899, 17196206, 17200119, 17200762, 17200764, 17234207, 17237436, 17314141, 17323935, 17324918, 17331567, 17334638, 17347408, 17384202, 17401435, 17459125, 17469034, 17469850, 17470200, 17483700, 17536017, 17549302, 17577783, 17586694, 17597988, 17598015, 17663729, 17675290, 17721619, 17724132, 17726162, 17848177, 17852460, 17883594, 17883595, 17898544, 17900273, 17901245, 17920661, 17922809, 17938822, 17939398, 17947506, 17977694, 17982314, 17991872, 18000605, 18005233, 18019946, 18023707, 18029910, 18031796, 18091328, 18180609, 18217146, 18278195, 18278454, 18284603, 18292391, 18297283, 18308368, 18310227, 18315555, 18327399, 18363812, 18449421, 18490736, 18495150, 18508060, 18612547, 18641355, 18642055, 18645927, 18665396, 18665928, 18677291, 18802362, 18835104, 18846330, 18848323, 18983479, 18983492, 18983503, 18983524, 18989544, 19002040, 19012190, 19027114, 19056482, 19065458, 19091315, 19095643, 19099647, 19105796, 19132232, 19149969, 19167313, 19167713, 19168442, 19203804, 19219655, 19234141, 19249541, 19276228, 19290852, 19322201, 19350119, 19356953, 19359592, 19424642, 19428056, 19483295, 19492160, 19500510, 19515372, 19541671, 19545871, 19558505, 19561489, 19572083, 19578796, 19581412, 19583819, 19592470, 19597299, 19604541, 19628788, 19631649, 19661141, 19698254, 19750223, 19795460, 19806259, 19817993, 19828697, 19829668, 19843576, 19856410, 19861441, 19880163, 19904262, 19913121, 19914247, 19923558, 19954621, 19958818, 19966052, 19995406, 20034913, 20061396, 20062929, 20103969, 20113254, 20133705, 20138335, 20140262, 20142117, 20149415, 20149924, 20150920, 20153879, 20156644, 20163832, 20171716, 20185792, 20189224, 20224254, 20227257, 20237315, 20237496, 20338779, 20388709, 20434002, 20434004, 20434015, 20451919, 20452482, 20524980, 20546120, 20553947, 20589316, 20601186, 20605795, 20616308, 20628086, 20628259, 20634491, 20656331, 20673868, 20688968, 20708219, 20708733, 20810696, 20830515, 20846886, 20930172, 20933205, 20978007, 21037076, 21042291, 21059650, 21091668, 21129276, 21149441, 21160057, 21182229, 21186047, 21236471, 21245964, 21248061, 21293108, 21310953, 21344386, 21367569, 21404058, 21458031, 21464728, 21467727, 21474669, 21483174, 21488215, 21500176, 21502573, 21518473, 21531894, 21535396, 21543928, 21592524, 21605334, 21617868, 21619686, 21621407, 21625939, 21652710, 21690060, 21693061, 21694469, 21737126, 21762960, 21800004, 21868706, 21873635, 21934552, 22022598, 22066736, 22076613, 22099707, 22115773, 22119392, 22156911, 22178066, 22187432, 22196362, 22212466, 22214850, 22237453, 22238593, 22340074, 22437887, 22461171, 22547577, 22556343, 22672593, 22682123, 22682138, 22683021, 22705067, 22771387, 22784289, 22828416, 22964479, 23007470, 23029002, 23029190, 23038262, 23065128, 23118232, 23152142, 23223577, 23294934, 23325480, 23333304, 23373413, 23376485, 23381943, 23383108, 23409769, 23434438, 23490466, 23524311, 23539451, 23578769, 23585459, 23604472, 23621622, 23623171, 23640483, 23666757, 23754313, 23798713, 23801760, 23803674, 24021283, 24094893, 24108579, 24342062, 24378263, 24385191, 24448154, 24470301, 24516673, 24568471, 24755284, 24759146, 24920554, 24966616, 24998411, 25038529, 25116956, 25163770, 25171777, 25241761, 25242242, 25262106, 25281742, 25312727, 25403348, 25407675, 25425620, 25427791, 25450387, 25463083, 25465717, 25490770, 25596265, 25631539, 25653143, 25665657, 25683933, 25823853, 25864889, 25881103, 25903973, 25923092, 25931463, 25963480, 26018600, 26025445, 26062685, 26065856, 26136249, 26169722, 26179105, 26186194, 26221761, 26241501, 26271343, 26281862, 26408917, 26408918, 26408920, 26408922, 26408924, 26408925, 26408926, 26408927, 26446354, 26471500, 26504080, 26631725, 26658897, 26667361, 26694616, 26715508, 26731648, 26763081, 26765308, 26791271, 26797521, 26967531, 27002259, 27057091, 27127202, 27142573, 27207429, 27260391, 27311950, 27348126, 27427978, 27562418, 27592310, 27599717, 27629739, 27685527, 27721473, 27766025, 27789475, 27807692, 27808345, 27841803, 27926582, 28024455, 28028070, 28055955, 28106852, 28142075, 28151805, 28246677, 28343272, 28419722, 28492698, 28495929, 28514442, 28521572, 28551673, 28569919, 28729433, 28749986, 28834179, 28841839, 28957360, 28962834, 29032977, 29044292, 29061995, 29075790, 29167396, 29217135, 29225295, 29427323, 29437288, 29452445, 29477147, 29571624, 29658195, 29715083, 29724819, 29787758, 29789989, 29949655, 29976772, 30113368, 30278301, 30408635, 30530119, 30602303, 30664196, 30698330, 30781507, 31654241, 31715000, 31774347, 31796521, 32081704, 32152404, 32296183, 32471327, 32627125, 32665005, 32678428, 32759504, 32896248, 32920807, 33225609, 33893844, 33961781, 34205482, 34748652, 34884442, 35100311, 35455968, 35464466, 36215168, 36265412, 36696180, 36980251, 37263122, 37377751, 37511344, 37583699, 37589138, 38069209"
ENSG00000163288	2560	GABRB1	-30	NotFound	-0.930476849	NotFound	NotFound	yes	OpenTargets	1	58	ppr393667	"1321150, 1323140, 1652891, 1655634, 2160058, 2465923, 8125298, 8178835, 9039914, 10023064, 10195104, 10449790, 10900018, 11085308, 11140838, 11324945, 11350968, 11528422, 11606067, 11891318, 12477932, 12595241, 12601092, 14702039, 15198677, 15337300, 15489334, 16278087, 16770606, 16800828, 17655760, 18281286, 18650446, 19078961, 19567891, 19874574, 20379614, 20468064, 20843900, 20848605, 21145461, 21751815, 21873635, 21988832, 22393585, 23251661, 23392927, 23917429, 24022508, 24722188, 25036637, 25192656, 25241062, 25566775, 25660468, 26950270, 28346242, 28416970"
ENSG00000197558		SSPOP	24	NotFound	-1.571387457	NotFound	NotFound	yes	OpenTargets	2	0	"32099673, 33946285"	
ENSG00000162592	148870	CCDC27	21	NotFound	1.092948919	NotFound	NotFound	no	-	0	17	-	"12477932, 14702039, 15489334, 16344560, 16710414, 18597038, 20379614, 22589738, 23251661, 23720494, 25355311, 28514442, 30009671, 30021884, 32296183, 33961781, 35864588"
ENSG00000113645	23286	WWC1	25	-0.200593134	NotFound	NotFound	NotFound	no	-	0	138	-	"8889548, 10048485, 12477932, 12559952, 14702039, 15081397, 15489334, 16169070, 16484223, 16684779, 17010949, 17043677, 17053149, 17353070, 17707552, 17994011, 18029348, 18190796, 18194457, 18205171, 18378080, 18596123, 18672031, 18789830, 19058786, 19397951, 19490893, 19606085, 19804789, 20125193, 20150879, 20159598, 20185150, 20379614, 20509760, 20691427, 20881395, 21173572, 21185624, 21204039, 21233212, 21346737, 21497093, 21643791, 21873635, 21878642, 21900206, 21943600, 21976506, 22129841, 22430796, 22614006, 22658674, 22699663, 22784093, 22794909, 22904328, 22948661, 23065961, 23163744, 23266749, 23582269, 23733450, 23778582, 23926262, 24072042, 24190487, 24255178, 24269383, 24290728, 24366813, 24642126, 24682284, 25023289, 25080189, 25146696, 25656173, 25800888, 26156558, 26186194, 26405221, 26415670, 26496610, 26673895, 26760575, 26768155, 26929199, 27041503, 27060629, 27123786, 27220053, 27432908, 27620974, 27684187, 28079891, 28380666, 28472652, 28514442, 28675297, 28720576, 28859866, 28982981, 28986522, 28990091, 29032191, 29046731, 29117863, 29391469, 29507755, 29562176, 29724824, 29793439, 30121333, 30134813, 30201328, 30372890, 30729420, 30953258, 31112471, 31560173, 31597702, 31753913, 31980649, 32057830, 33901448, 33961781, 34079125, 34441043, 35256949, 35271311, 35489728, 35599479, 35831314, 35972417, 36669907, 36672945, 36779422, 36853804"
ENSG00000168003	6520	SLC3A2	25	-0.23103918	NotFound	NotFound	NotFound	yes	PubChem	15	364	"31277379, 21831964, 20530112, 8870834, 24048740, 20075191, 34453989, 25073474, 18553063, 24269587, 19523997, 22967672, 20599807, 29460114, 26945022"	"1358795, 2416754, 3036867, 3265470, 3265471, 3476959, 3480538, 3782435, 6177771, 6187076, 6190235, 7204970, 7561057, 8125298, 8619474, 8922468, 8938448, 9110174, 9403839, 9751058, 9829974, 9878049, 10391915, 10506149, 10574970, 10631289, 10673541, 10863037, 10903140, 11311135, 11406111, 11435306, 11507094, 11557028, 11564694, 11696247, 11742812, 11749697, 11840567, 12181350, 12225859, 12235164, 12270127, 12477932, 12493773, 12531285, 12716892, 12740424, 12754519, 12925876, 14527684, 14702039, 15146197, 15178563, 15231747, 15274339, 15458438, 15485886, 15489334, 15556631, 15589117, 15625115, 15713750, 15769744, 15782160, 15901826, 16335952, 16344560, 16712791, 16785209, 16799092, 17023546, 17081065, 17081983, 17197568, 17353931, 17451431, 17558306, 17611393, 17724034, 18032696, 18054915, 18195088, 18660501, 18813831, 19018776, 19056867, 19065266, 19171406, 19199708, 19562367, 19581412, 19738201, 19777189, 19808856, 19913121, 19922591, 19946888, 20091333, 20374249, 20458337, 20628086, 20811665, 21145461, 21266579, 21270293, 21282044, 21352957, 21486766, 21670318, 21750865, 21873635, 22077314, 22234250, 22291182, 22304920, 22360420, 22499670, 22658674, 22678362, 22810586, 22939629, 23137377, 23272174, 23297381, 23376485, 23383273, 23438482, 23533145, 23651923, 23940088, 24189400, 24337577, 24359579, 24484217, 24516142, 24639526, 24711643, 24755837, 24782339, 24797263, 25041835, 25063885, 25084765, 25299125, 25324306, 25437307, 25468996, 25505297, 25631074, 25701737, 25921289, 25963833, 25995262, 25998567, 26172215, 26344197, 26439863, 26493331, 26496610, 26508657, 26514267, 26540405, 26621329, 26638075, 26641092, 26752685, 26972000, 27025967, 27342126, 27377895, 27437069, 27462432, 27542412, 27591049, 27626312, 27834933, 27880917, 28052681, 28112518, 28179310, 28298427, 28302793, 28320871, 28350098, 28378594, 28515276, 28675297, 28685749, 28692057, 28712289, 28902428, 29053956, 29117863, 29128334, 29180619, 29229926, 29467282, 29507755, 29545595, 29568061, 29656893, 29844126, 29845934, 29906411, 29911972, 29987050, 30021884, 30022168, 30024968, 30194290, 30300664, 30341327, 30442662, 30442766, 30455355, 30462309, 30470261, 30575818, 30619736, 30639242, 30709928, 30711629, 30737378, 30833792, 30867591, 30948266, 30958588, 31053148, 31073040, 31092450, 31160781, 31177093, 31182584, 31253590, 31276435, 31282475, 31300519, 31343991, 31409639, 31527615, 31536960, 31575908, 31586073, 31616248, 31678930, 31701662, 31732153, 31791063, 31871319, 31950832, 31980649, 31995728, 32041737, 32093034, 32129710, 32203420, 32296183, 32409323, 32513696, 32552912, 32614325, 32628020, 32665550, 32683582, 32687490, 32698014, 32707033, 32788342, 32807901, 32812023, 32850835, 32905556, 32912968, 32913203, 32963011, 32989298, 32993041, 33022573, 33024031, 33066406, 33144569, 33184944, 33239621, 33298890, 33306668, 33397691, 33567341, 33571422, 33729478, 33742100, 33785413, 33916271, 33957083, 33961781, 34075107, 34079125, 34182526, 34185411, 34294905, 34316702, 34369648, 34373451, 34432599, 34597346, 34638806, 34662580, 34672954, 34709416, 34709727, 34795231, 34942513, 35007762, 35013556, 35022314, 35032548, 35057861, 35122005, 35124280, 35271311, 35384245, 35501367, 35509820, 35562734, 35563538, 35596131, 35676659, 35681168, 35696571, 35777956, 35831314, 35844135, 35850772, 35944360, 36042349, 36057605, 36114006, 36168627, 36199071, 36214569, 36215168, 36217030, 36237976, 36261009, 36282215, 36369321, 36424410, 36517590, 36526897, 36543142, 36584595, 36590901, 36610398, 36762613, 36779763, 36793241, 36811310, 37232246, 37616343, 37774976, 37827155, 37918808, 38117590, 38245532"
ENSG00000274266		SNORA73A	-27	-1.024647318	NotFound	NotFound	NotFound	no	-	0	0	-	
ENSG00000078596	9452	ITM2A	21	NotFound	-0.801725199	NotFound	NotFound	no	-	0	36	-	"8125298, 8570611, 8702637, 9653160, 9892734, 10432285, 11042152, 12477932, 12975309, 15489334, 15772651, 15983050, 16344560, 18029348, 18391951, 19490893, 19541402, 21873635, 23612905, 24457600, 24516404, 25416956, 25951193, 26125709, 26691219, 27809695, 28514442, 29053956, 31438969, 32296183, 32727090, 33961781, 34161951, 34440772, 36765470, 36988246"
ENSG00000091137	5172	SLC26A4	21	NotFound	-0.807521671	NotFound	NotFound	no	-	0	322	-	"8541853, 8630497, 8630498, 8706311, 9070918, 9398842, 9500541, 9618166, 9618167, 10190331, 10192399, 10602116, 10700480, 10718825, 10843192, 10878664, 11087667, 11274445, 11317356, 11375792, 11581495, 11716048, 11748854, 11834742, 11919333, 11932316, 12107249, 12112665, 12676893, 12727855, 12727986, 12788906, 12853948, 12974744, 14508505, 14679580, 14715652, 15155570, 15279074, 15355436, 15531480, 15679828, 15689455, 15784681, 15905611, 16260428, 16260629, 16283880, 16570074, 16684826, 16928804, 17007371, 17309986, 17443271, 17503324, 17690912, 17697873, 17718863, 17766716, 17851929, 17854396, 17949297, 18067822, 18075246, 18167283, 18250610, 18274916, 18283249, 18285825, 18310264, 18316665, 18322141, 18335745, 18368581, 18424749, 18427006, 18585793, 18641360, 18641518, 18692402, 18710471, 18813951, 18988928, 19017801, 19027966, 19040761, 19050049, 19056867, 19196800, 19199245, 19204907, 19266817, 19287372, 19289392, 19426954, 19429184, 19509082, 19558834, 19578036, 19608655, 19615760, 19648736, 19673989, 19718752, 19730683, 19744334, 19786220, 19787632, 19954013, 19998422, 20056178, 20235449, 20301607, 20301640, 20359100, 20483489, 20553101, 20597900, 20601923, 20621367, 20668687, 20739942, 20826203, 20842945, 20857898, 20931531, 21035230, 21045265, 21082674, 21154317, 21162657, 21174747, 21187047, 21366435, 21416585, 21757707, 21809555, 21814192, 21873635, 21914796, 21961810, 22116356, 22116359, 22116360, 22285650, 22389666, 22412181, 22429511, 22444735, 22509691, 22551242, 22717225, 22750442, 22796198, 22884721, 22906308, 22918213, 22924538, 23151031, 23174149, 23185506, 23246836, 23273637, 23280318, 23296490, 23336812, 23376485, 23385134, 23401162, 23452581, 23504402, 23638949, 23705809, 23743675, 23755160, 23766534, 23770805, 23815884, 23834103, 23838540, 23874234, 23941406, 23958391, 23965030, 24007330, 24051746, 24105851, 24224479, 24245694, 24248179, 24338212, 24341454, 24429826, 24429829, 24599119, 24647542, 24737404, 24804242, 24941117, 25015771, 25239229, 25251670, 25290043, 25358692, 25390158, 25468468, 25488846, 25493717, 25649612, 25724631, 25761933, 25885414, 25999548, 26022370, 26035154, 26037344, 26100058, 26143180, 26188157, 26252218, 26285906, 26313899, 26397989, 26485571, 26549381, 26650914, 26663044, 26886089, 26894580, 26900070, 26932931, 27066914, 27082237, 27090054, 27109633, 27176802, 27240500, 27247933, 27308839, 27610647, 27729126, 27743438, 27771369, 27859305, 27861301, 27863619, 28091472, 28389359, 28498466, 28583500, 28604962, 28718179, 28780189, 28780564, 28786104, 28941661, 28949777, 28964290, 28990112, 29320412, 29348084, 29434063, 29501320, 29634755, 29739340, 29772533, 29777056, 30036422, 30068397, 30077349, 30113565, 30235673, 30298483, 30473558, 30842343, 30970410, 31033086, 31035178, 31124793, 31187663, 31243244, 31266487, 31599023, 31633822, 31656273, 31692010, 31918801, 31971949, 32165640, 32417962, 32447495, 32645618, 32770655, 33152970, 33173144, 33186222, 33199029, 33231815, 33307573, 33961781, 34345941, 34410491, 34545167, 34628810, 34680964, 34697379, 34880202, 34936523, 35249537, 35601831, 35836192, 36072472, 36217650, 36362242, 36499699, 36553459, 36748152, 36780306, 37107686, 37477685, 37996878, 38029595"
ENSG00000124092	140690	CTCFL	28	NotFound	0.392201381	NotFound	NotFound	no	-	0	91	-	"11780052, 12011441, 12191639, 12477932, 14578343, 15489334, 16140944, 16854382, 17048991, 17062669, 17260018, 17363524, 17428394, 17957795, 17962299, 18029348, 18095639, 18195709, 18413740, 18467432, 18632606, 18765639, 19274049, 19675668, 20305816, 20339536, 20438700, 20649179, 21034534, 21079786, 21296871, 21325284, 21495859, 21558405, 21811597, 21873635, 21874228, 22168535, 22223638, 22676270, 22724006, 22792300, 23237599, 23251661, 23300278, 23390377, 23553099, 23955684, 24123052, 24279897, 24483146, 24563233, 24658009, 24705354, 24983365, 24984200, 25363021, 25499215, 26125810, 26185996, 26849232, 27416782, 27840277, 28065597, 28098226, 28104398, 28218735, 28645561, 28764977, 29073069, 29077515, 29737080, 30499053, 31091453, 31292201, 31391581, 31586073, 32334335, 32393311, 33411704, 33599191, 33756271, 33961781, 34426493, 34534628, 34721660, 34854238, 35132075, 36929051, 37082838, 37235839"
ENSG00000274020		LINC01138	-27	0.245981601	NotFound	NotFound	NotFound	no	-	0	0	-	
ENSG00000243836	100131176	WDR86-AS1	-22	NotFound	-1.26254381	NotFound	NotFound	no	-	0	3	-	"14702039, 16344560, 30552989"
ENSG00000137955	5876	RABGGTB	23	0.170120873	NotFound	NotFound	NotFound	no	-	0	56	-	"546546, 1598901, 7991565, 8175798, 8380507, 8505342, 8706741, 8954794, 9677305, 9719562, 10491170, 11141079, 11447212, 11591706, 11675392, 12071695, 12477932, 12535645, 12620235, 12620389, 12802062, 14702039, 15489334, 17081983, 20379614, 20403997, 21873635, 21990357, 23414517, 24035498, 25416956, 25437307, 26186194, 26344197, 27453043, 28298427, 28514442, 28515276, 28775156, 29180619, 29568061, 31073040, 31209342, 32128853, 32296183, 32640226, 33545068, 33961781, 34373451, 34943047, 35271311, 35831314, 35944360, 36215168, 36538041, 37827155"
ENSG00000198286	84433	CARD11	27	NotFound	1.135769279	NotFound	NotFound	no	-	0	136	-	"8889549, 9847074, 11259443, 11278692, 11356195, 12154356, 12154360, 12356734, 12477932, 12690205, 14673152, 14702039, 14739370, 15122200, 15125833, 15184390, 15541657, 15802604, 16301747, 16356855, 16356856, 16508008, 16520020, 16809782, 16825666, 17047224, 17287217, 17293856, 17363905, 17428801, 17468049, 17948050, 18231929, 18323416, 18570454, 18625728, 18806265, 19104039, 19118383, 19444310, 19706536, 19815501, 20164171, 20237496, 20544211, 20799731, 21157432, 21172665, 21176849, 21266526, 21513986, 21569705, 21873635, 21900206, 21905497, 22075698, 22303480, 22371397, 22397314, 22411628, 22528498, 22808296, 23027925, 23042114, 23128233, 23129749, 23149938, 23218918, 23264041, 23322406, 23374270, 23545653, 23632891, 23690623, 23825189, 24074955, 24465689, 24548923, 25001930, 25088585, 25320244, 25384343, 25548215, 25602919, 25748427, 25930198, 26167880, 26206083, 26212909, 26289640, 26668357, 26711259, 26747248, 26776161, 26884334, 26884335, 27224912, 27421022, 27497262, 27698445, 27777308, 27915469, 28628108, 28826773, 29265349, 29382759, 29438387, 29734251, 30170123, 30279415, 30283440, 30283447, 30336982, 30514565, 30530863, 31296852, 31391255, 31554683, 31897776, 31961340, 32473470, 33194618, 33202260, 33329596, 33358178, 33891703, 34039026, 34223928, 35099607, 36129242, 36334349, 36443613, 37086690, 37385446, 37562004, 37906628"
ENSG00000181544	2187	FANCB	25	0.358283215	NotFound	NotFound	NotFound	no	-	0	50	-	"8609606, 9382107, 9480775, 11307801, 11601848, 12477932, 14702039, 15342556, 15489334, 15502827, 15611632, 16116422, 16679491, 16720839, 17289582, 17396147, 17903171, 18302019, 19536649, 19965384, 20301575, 20301753, 20332657, 20347428, 20347429, 20360068, 20465790, 21873635, 21910217, 21948523, 22343915, 22705371, 24910428, 26186194, 26496610, 27173435, 27986371, 28514442, 29193904, 29232005, 29491055, 29507755, 29656893, 31180492, 33542213, 33961781, 34159380, 35156780, 35271311, 36172730"
ENSG00000258791	645687	LINC00520	-28	NotFound	3.318309511	NotFound	NotFound	no	-	0	16	-	"23251661, 25133637, 27626181, 29348663, 30684280, 30707166, 30898716, 31997582, 32457386, 32466797, 33728585, 34496829, 35089659, 35309319, 36512424, 36719373"
